小偷家族,是枝裕和 Hirokazu Koreeda,剧情/犯罪/家庭,日本,2018,8.7,805924人评价,https://movie.douban.com/subject/27622447/
2001太空漫游,斯坦利·库布里克 Stanley Kubrick,科幻/惊悚/冒险,英国/美国,1968,8.9,323140人评价,https://movie.douban.com/subject/1292226/
小丑,托德·菲利普斯 Todd Phillips,剧情/犯罪/惊悚,美国/加拿大,2019,8.7,994439人评价,https://movie.douban.com/subject/27119724/
爆裂鼓手,达米恩·查泽雷 Damien Chazelle,剧情/音乐,美国,2014,8.7,581783人评价,https://movie.douban.com/subject/25773932/
背靠背，脸对脸,黄建新 Jianxin Huang / 杨亚洲 Yazhou Yang,剧情,中国大陆/中国香港,1994,9.5,129930人评价,https://movie.douban.com/subject/1307856/
无敌破坏王,瑞奇·莫尔 Rich Moore,喜剧/动画/奇幻/冒险,美国,2012,8.7,531127人评价,https://movie.douban.com/subject/6534248/
无间道2,刘伟强 / 麦兆辉,剧情/犯罪/惊悚,中国香港,2003,8.7,471621人评价,https://movie.douban.com/subject/1307106/
贫民窟的百万富翁,丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan,剧情/爱情,英国,2008,8.6,738895人评价,https://movie.douban.com/subject/2209573/
冰川时代,卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge,喜剧/动画/冒险,美国,2002,8.6,606307人评价,https://movie.douban.com/subject/1291578/
心灵奇旅,彼特·道格特 Pete Docter / 凯普·鲍尔斯 Kemp Powers,动画/奇幻/音乐,美国,2020,8.7,966920人评价,https://movie.douban.com/subject/24733428/
东邪西毒,王家卫 Kar Wai Wong,剧情/动作/爱情/武侠/古装,中国香港/中国台湾,1994,8.6,571752人评价,https://movie.douban.com/subject/1292328/
恐怖游轮,克里斯托弗·史密斯 Christopher Smith,剧情/悬疑/惊悚,英国/澳大利亚,2009,8.5,851011人评价,https://movie.douban.com/subject/3011051/
牯岭街少年杀人事件,杨德昌 Edward Yang,剧情/犯罪,中国台湾,1991,8.9,295585人评价,https://movie.douban.com/subject/1292329/
魔女宅急便,宫崎骏 Hayao Miyazaki,动画/奇幻/冒险,日本,1989,8.7,454665人评价,https://movie.douban.com/subject/1307811/
遗愿清单,罗伯·莱纳 Rob Reiner,冒险/喜剧/剧情,美国,2007,8.7,454780人评价,https://movie.douban.com/subject/1867345/
东京教父,今敏 Satoshi Kon,剧情/喜剧/动画,日本,2003,9.0,226116人评价,https://movie.douban.com/subject/1310177/
你看起来好像很好吃,藤森雅也 Masaya Fujimori,剧情/动画/儿童,日本,2010,8.9,329788人评价,https://movie.douban.com/subject/4848115/
真爱至上,理查德·柯蒂斯 Richard Curtis,喜剧/剧情/爱情,英国/美国/法国,2003,8.6,726244人评价,https://movie.douban.com/subject/1292401/
大佛普拉斯,黄信尧 Hsin-yao Huang,剧情/喜剧,中国台湾,2017,8.7,449272人评价,https://movie.douban.com/subject/27059130/
黑天鹅,达伦·阿罗诺夫斯基 Darren Aronofsky,剧情/惊悚,美国,2010,8.6,773452人评价,https://movie.douban.com/subject/1978709/
可可西里,陆川 Chuan Lu,剧情/犯罪,中国大陆/中国香港,2004,8.9,300201人评价,https://movie.douban.com/subject/1308857/
城市之光,Charles Chaplin,喜剧/剧情/爱情,美国,1931,9.3,144272人评价,https://movie.douban.com/subject/1293908/
源代码,邓肯·琼斯 Duncan Jones,科幻/悬疑/惊悚,美国/加拿大,2011,8.5,826475人评价,https://movie.douban.com/subject/3075287/
雨人,巴瑞·莱文森 Barry Levinson,剧情,美国,1988,8.7,399941人评价,https://movie.douban.com/subject/1291870/
恋恋笔记本,尼克·卡索维茨 Nick Cassavetes,剧情/爱情,美国,2004,8.5,663039人评价,https://movie.douban.com/subject/1309163/
海边的曼彻斯特,肯尼斯·罗纳根 Kenneth Lonergan,剧情/家庭,美国,2016,8.6,529740人评价,https://movie.douban.com/subject/25980443/
初恋这件小事,普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...,剧情/喜剧/爱情,泰国,2010,8.5,973415人评价,https://movie.douban.com/subject/4739952/
人工智能,史蒂文·斯皮尔伯格 Steven Spielberg,剧情/科幻,美国/英国,2001,8.7,440574人评价,https://movie.douban.com/subject/1302827/
波西米亚狂想曲,布莱恩·辛格 Bryan Singer,剧情/传记/同性/音乐,英国/美国,2018,8.6,596754人评价,https://movie.douban.com/subject/5300054/
虎口脱险,杰拉尔·乌里 Gérard Oury,喜剧/战争,法国/英国,1966,8.9,253948人评价,https://movie.douban.com/subject/1296909/
青蛇,徐克 Hark Tsui,剧情/爱情/奇幻/古装,中国香港/中国大陆,1993,8.6,520625人评价,https://movie.douban.com/subject/1303394/
终结者2：审判日,詹姆斯·卡梅隆 James Cameron,动作/科幻,美国/法国,1991,8.8,338381人评价,https://movie.douban.com/subject/1291844/
罗生门,黑泽明 Akira Kurosawa,剧情/犯罪/悬疑,日本,1950,8.8,310871人评价,https://movie.douban.com/subject/1291879/
疯狂的麦克斯4：狂暴之路,乔治·米勒 George Miller,动作/科幻/冒险,澳大利亚/美国,2015,8.7,523890人评价,https://movie.douban.com/subject/3592854/
萤火虫之墓,高畑勋 Isao Takahata,动画/剧情/战争,日本,1988,8.7,401960人评价,https://movie.douban.com/subject/1293318/
新龙门客栈,李惠民 Raymond Lee,动作/爱情/武侠/古装,中国香港/中国大陆,1992,8.7,439034人评价,https://movie.douban.com/subject/1292287/
千钧一发,安德鲁·尼科尔 Andrew Niccol,剧情/科幻/惊悚,美国,1997,8.8,294332人评价,https://movie.douban.com/subject/1300117/
崖上的波妞,宫崎骏 Hayao Miyazaki,动画/奇幻/冒险,日本,2008,8.6,489935人评价,https://movie.douban.com/subject/1959877/
无耻混蛋,昆汀·塔伦蒂诺 Quentin Tarantino,剧情/犯罪,德国/美国,2009,8.6,471509人评价,https://movie.douban.com/subject/1438652/
末路狂花,雷德利·斯科特 Ridley Scott,犯罪/剧情/惊悚,美国/英国/法国,1991,8.9,249512人评价,https://movie.douban.com/subject/1291992/
奇迹男孩,斯蒂芬·卓博斯基 Stephen Chbosky,剧情/儿童/家庭,美国/中国香港,2017,8.6,546801人评价,https://movie.douban.com/subject/26787574/
彗星来的那一夜,詹姆斯·沃德·布柯特 James Ward Byrkit,科幻/悬疑/惊悚,美国/英国,2013,8.6,571180人评价,https://movie.douban.com/subject/25807345/
二十二,郭柯 Ke Guo,纪录片,中国大陆,2015,8.7,289256人评价,https://movie.douban.com/subject/26430107/
黑客帝国2：重装上阵,拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski,动作/科幻,美国,2003,8.7,402152人评价,https://movie.douban.com/subject/1304141/
花束般的恋爱,土井裕泰 Nobuhiro Doi,剧情/爱情,日本,2021,8.6,607114人评价,https://movie.douban.com/subject/34874432/
爱乐之城,达米恩·查泽雷 Damien Chazelle,剧情/爱情/歌舞,美国,2016,8.4,883678人评价,https://movie.douban.com/subject/25934014/
血钻,爱德华·兹威克 Edward Zwick,剧情/惊悚/冒险,美国/德国/英国,2006,8.7,375905人评价,https://movie.douban.com/subject/1428175/
房间,伦尼·阿伯拉罕森 Lenny Abrahamson,剧情/家庭,爱尔兰/加拿大/英国/美国,2015,8.8,365254人评价,https://movie.douban.com/subject/25724855/
战争之王,安德鲁·尼科尔 Andrew Niccol,剧情/犯罪,法国/德国/美国,2005,8.7,364520人评价,https://movie.douban.com/subject/1419936/
步履不停,是枝裕和 Hirokazu Koreeda,剧情/家庭,日本,2008,8.8,276454人评价,https://movie.douban.com/subject/2222996/
魂断蓝桥,茂文·勒鲁瓦 Mervyn LeRoy,剧情/爱情/战争,美国,1940,8.8,275620人评价,https://movie.douban.com/subject/1293964/
芙蓉镇,谢晋 Jin Xie,剧情/爱情,中国大陆,1987,9.3,133632人评价,https://movie.douban.com/subject/1297880/
火星救援,雷德利·斯科特 Ridley Scott,剧情/科幻/冒险,英国/美国/匈牙利/约旦,2015,8.5,717741人评价,https://movie.douban.com/subject/25864085/
哈利·波特与死亡圣器(上),大卫·叶茨 David Yates,奇幻/冒险,英国/美国,2010,8.5,564818人评价,https://movie.douban.com/subject/2051007/
千年女优,今敏 Satoshi Kon,动画/剧情/爱情,日本,2001,8.8,263104人评价,https://movie.douban.com/subject/1307394/
谍影重重2,保罗·格林格拉斯 Paul Greengrass,动作/悬疑/惊悚,美国/德国,2004,8.7,348304人评价,https://movie.douban.com/subject/1308767/
阿飞正传,王家卫 Kar Wai Wong,犯罪/剧情/爱情,中国香港,1990,8.5,505765人评价,https://movie.douban.com/subject/1305690/
弱点,约翰·李·汉考克 John Lee Hancock,剧情/家庭/传记/运动,美国,2009,8.7,303482人评价,https://movie.douban.com/subject/3552028/
燃情岁月,爱德华·兹威克 Edward Zwick,剧情/爱情/战争/西部,美国,1994,8.8,283584人评价,https://movie.douban.com/subject/1295865/
谍影重重,道格·里曼 Doug Liman,动作/悬疑/惊悚,美国/德国/捷克,2002,8.6,420925人评价,https://movie.douban.com/subject/1304102/
朗读者,史蒂芬·戴德利 Stephen Daldry,剧情/爱情,美国/德国,2008,8.6,450085人评价,https://movie.douban.com/subject/2213597/
再次出发之纽约遇见你,约翰·卡尼 John Carney,喜剧/爱情/音乐,美国,2013,8.6,422859人评价,https://movie.douban.com/subject/6874403/
白日梦想家,本·斯蒂勒 Ben Stiller,剧情/喜剧/冒险,美国/英国,2013,8.6,464668人评价,https://movie.douban.com/subject/2133323/
哈利·波特与凤凰社,大卫·叶茨 David Yates,奇幻/冒险,英国/美国,2007,8.5,557448人评价,https://movie.douban.com/subject/1457217/
香水,汤姆·提克威 Tom Tykwer,剧情/犯罪/奇幻,德国/法国/西班牙/美国/比利时,2006,8.5,539476人评价,https://movie.douban.com/subject/1760622/
穿越时空的少女,细田守 Mamoru Hosoda,剧情/爱情/科幻/动画,日本,2006,8.6,378355人评价,https://movie.douban.com/subject/1937946/
海洋,雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud,纪录片,法国/瑞士/西班牙/美国/阿联酋/摩纳哥,2009,9.1,155598人评价,https://movie.douban.com/subject/3443389/
肖申克的救赎,弗兰克·德拉邦特 Frank Darabont,犯罪/剧情,美国,1994,9.7,2868936人评价,https://movie.douban.com/subject/1292052/
霸王别姬,陈凯歌 Kaige Chen,剧情/爱情/同性,中国大陆/中国香港,1993,9.6,2120007人评价,https://movie.douban.com/subject/1291546/
阿甘正传,罗伯特·泽米吉斯 Robert Zemeckis,剧情/爱情,美国,1994,9.5,2141450人评价,https://movie.douban.com/subject/1292720/
泰坦尼克号,詹姆斯·卡梅隆 James Cameron,剧情/爱情/灾难,美国/墨西哥,1997,9.5,2167041人评价,https://movie.douban.com/subject/1292722/
肖申克的救赎,弗兰克·德拉邦特 Frank Darabont,犯罪/剧情,美国,1994,9.7,3077675人评价,https://movie.douban.com/subject/1292052/
霸王别姬,陈凯歌 Kaige Chen,剧情/爱情/同性,中国大陆/中国香港,1993,9.6,2272279人评价,https://movie.douban.com/subject/1291546/
阿甘正传,罗伯特·泽米吉斯 Robert Zemeckis,剧情/爱情,美国,1994,9.5,2291566人评价,https://movie.douban.com/subject/1292720/
泰坦尼克号,詹姆斯·卡梅隆 James Cameron,剧情/爱情/灾难,美国/墨西哥,1997,9.5,2331805人评价,https://movie.douban.com/subject/1292722/
千与千寻,宫崎骏 Hayao Miyazaki,剧情/动画/奇幻,日本,2001,9.4,2380325人评价,https://movie.douban.com/subject/1291561/
美丽人生,罗伯托·贝尼尼 Roberto Benigni,剧情/喜剧/爱情/战争,意大利,1997,9.5,1400738人评价,https://movie.douban.com/subject/1292063/
这个杀手不太冷,吕克·贝松 Luc Besson,剧情/动作/犯罪,法国/美国,1994,9.4,2411593人评价,https://movie.douban.com/subject/1295644/
星际穿越,克里斯托弗·诺兰 Christopher Nolan,剧情/科幻/冒险,美国/英国/加拿大,2014,9.4,2003141人评价,https://movie.douban.com/subject/1889243/
盗梦空间,克里斯托弗·诺兰 Christopher Nolan,剧情/科幻/悬疑/冒险,美国/英国,2010,9.4,2192075人评价,https://movie.douban.com/subject/3541415/
楚门的世界,彼得·威尔 Peter Weir,剧情/科幻,美国,1998,9.4,1860823人评价,https://movie.douban.com/subject/1292064/
辛德勒的名单,史蒂文·斯皮尔伯格 Steven Spielberg,剧情/历史/战争,美国,1993,9.5,1184440人评价,https://movie.douban.com/subject/1295124/
忠犬八公的故事,莱塞·霍尔斯道姆 Lasse Hallström,剧情,美国/英国,2009,9.4,1466207人评价,https://movie.douban.com/subject/3011091/
海上钢琴师,朱塞佩·托纳多雷 Giuseppe Tornatore,剧情/音乐,意大利,1998,9.3,1769527人评价,https://movie.douban.com/subject/1292001/
三傻大闹宝莱坞,拉库马·希拉尼 Rajkumar Hirani,剧情/喜剧/爱情/歌舞,印度,2009,9.2,1962565人评价,https://movie.douban.com/subject/3793023/
放牛班的春天,克里斯托夫·巴拉蒂 Christophe Barratier,剧情/音乐,法国/瑞士/德国,2004,9.3,1391798人评价,https://movie.douban.com/subject/1291549/
机器人总动员,安德鲁·斯坦顿 Andrew Stanton,科幻/动画/冒险,美国,2008,9.3,1396877人评价,https://movie.douban.com/subject/2131459/
疯狂动物城,拜伦·霍华德 Byron Howard / 瑞奇·摩尔 Rich Moore,喜剧/动画/冒险,美国,2016,9.2,2089339人评价,https://movie.douban.com/subject/25662329/
无间道,刘伟强 / 麦兆辉,剧情/犯罪/惊悚,中国香港,2002,9.3,1463405人评价,https://movie.douban.com/subject/1307914/
控方证人,比利·怀尔德 Billy Wilder,剧情/犯罪/悬疑/惊悚,美国,1957,9.6,636934人评价,https://movie.douban.com/subject/1296141/
肖申克的救赎,弗兰克·德拉邦特 Frank Darabont,犯罪/剧情,美国,1994,9.7,3077675人评价,https://movie.douban.com/subject/1292052/
霸王别姬,陈凯歌 Kaige Chen,剧情/爱情/同性,中国大陆/中国香港,1993,9.6,2272279人评价,https://movie.douban.com/subject/1291546/
阿甘正传,罗伯特·泽米吉斯 Robert Zemeckis,剧情/爱情,美国,1994,9.5,2291566人评价,https://movie.douban.com/subject/1292720/
泰坦尼克号,詹姆斯·卡梅隆 James Cameron,剧情/爱情/灾难,美国/墨西哥,1997,9.5,2331805人评价,https://movie.douban.com/subject/1292722/
千与千寻,宫崎骏 Hayao Miyazaki,剧情/动画/奇幻,日本,2001,9.4,2380325人评价,https://movie.douban.com/subject/1291561/
美丽人生,罗伯托·贝尼尼 Roberto Benigni,剧情/喜剧/爱情/战争,意大利,1997,9.5,1400738人评价,https://movie.douban.com/subject/1292063/
这个杀手不太冷,吕克·贝松 Luc Besson,剧情/动作/犯罪,法国/美国,1994,9.4,2411593人评价,https://movie.douban.com/subject/1295644/
星际穿越,克里斯托弗·诺兰 Christopher Nolan,剧情/科幻/冒险,美国/英国/加拿大,2014,9.4,2003156人评价,https://movie.douban.com/subject/1889243/
盗梦空间,克里斯托弗·诺兰 Christopher Nolan,剧情/科幻/悬疑/冒险,美国/英国,2010,9.4,2192075人评价,https://movie.douban.com/subject/3541415/
楚门的世界,彼得·威尔 Peter Weir,剧情/科幻,美国,1998,9.4,1860823人评价,https://movie.douban.com/subject/1292064/
辛德勒的名单,史蒂文·斯皮尔伯格 Steven Spielberg,剧情/历史/战争,美国,1993,9.5,1184440人评价,https://movie.douban.com/subject/1295124/
忠犬八公的故事,莱塞·霍尔斯道姆 Lasse Hallström,剧情,美国/英国,2009,9.4,1466207人评价,https://movie.douban.com/subject/3011091/
海上钢琴师,朱塞佩·托纳多雷 Giuseppe Tornatore,剧情/音乐,意大利,1998,9.3,1769527人评价,https://movie.douban.com/subject/1292001/
三傻大闹宝莱坞,拉库马·希拉尼 Rajkumar Hirani,剧情/喜剧/爱情/歌舞,印度,2009,9.2,1962565人评价,https://movie.douban.com/subject/3793023/
放牛班的春天,克里斯托夫·巴拉蒂 Christophe Barratier,剧情/音乐,法国/瑞士/德国,2004,9.3,1391798人评价,https://movie.douban.com/subject/1291549/
机器人总动员,安德鲁·斯坦顿 Andrew Stanton,科幻/动画/冒险,美国,2008,9.3,1396877人评价,https://movie.douban.com/subject/2131459/
疯狂动物城,拜伦·霍华德 Byron Howard / 瑞奇·摩尔 Rich Moore,喜剧/动画/冒险,美国,2016,9.2,2089339人评价,https://movie.douban.com/subject/25662329/
无间道,刘伟强 / 麦兆辉,剧情/犯罪/惊悚,中国香港,2002,9.3,1463405人评价,https://movie.douban.com/subject/1307914/
控方证人,比利·怀尔德 Billy Wilder,剧情/犯罪/悬疑/惊悚,美国,1957,9.6,636934人评价,https://movie.douban.com/subject/1296141/
